District,Firm Name,City,State,Zip,Country/Area,Inspection End Date,Project Area,Center/Program Area,Inspection Classification
MIN,"Labcorp Early Development Laboratories, Inc.",Madison,WI,53704-2523,United States,9/5/2019,Vaccines and Allergenic Products,CBER,NAI
MIN,"WuXi AppTec, Inc.",Saint Paul,MN,55120-1175,United States,9/10/2019,Project Evaluation: Devices,CDRH,OAI
NOL,Southern Research Institute,Birmingham,AL,35205-2708,United States,9/11/2019,Bioresearch Monitoring,CDER,NAI
NOL,Southern Research Institute,Birmingham,AL,35205-2708,United States,9/11/2019,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
DEN,Lovelace Biomedical Research Institute,Albuquerque,NM,87185,United States,9/13/2019,Bioresearch Monitoring,CDER,VAI
SEA,"Altasciences Preclinical Seattle, LLC",Everett,WA,98203-5898,United States,9/13/2019,Bioresearch Monitoring,CDER,VAI
CIN,University of Kentucky,Lexington,KY,40536-7001,United States,11/21/2019,Project Evaluation: Devices,CDRH,OAI
KAN,"Sinclair Research Center, LLC",Auxvasse,MO,65231-1012,United States,11/25/2019,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
ATL,Becton Dickinson Corporate Preclinical Development and Toxicology,Durham,NC,27709,United States,12/16/2019,Project Evaluation: Devices,CDRH,NAI
OII,Vimta Labs Limited,Hyderabad,,,India,12/18/2019,Bioresearch Monitoring,CDER,VAI
CIN,"Charles River Laboratories Ashland, LLC",Ashland,OH,44805-8946,United States,1/17/2020,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
ATL,"Synchrony Labs, LLC",Durham,NC,27703-8226,United States,2/28/2020,Project Evaluation: Devices,CDRH,VAI
ATL,Charles River Laboratories,Durham,NC,27703-9399,United States,3/3/2020,Bioresearch Monitoring,CDER,NAI
DEN,National Jewish Health,Denver,CO,80206-2761,United States,3/9/2020,Bioresearch Monitoring,CDER,VAI
DET,"Labcorp Early Development Laboratories, Inc.",Greenfield,IN,46140-8501,United States,3/13/2020,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
DEN,"Southwest Bio-Labs, Inc.",Las Cruces,NM,88005-8131,United States,3/19/2020,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
SEA,"Alturas Analytics, Inc",Moscow,ID,83843-5062,United States,5/5/2020,Bioresearch Monitoring,CDER,VAI
ATL,Antech Diagnostics GLP,Morrisville,NC,27560-7213,United States,7/16/2020,Bioresearch Monitoring,CDER,NAI
ATL,Antech Diagnostics GLP,Morrisville,NC,27560-7213,United States,7/16/2020,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
DEN,"Microbial Research, Inc",Fort Collins,CO,80525-9768,United States,7/22/2020,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
KAN,"Midwest Veterinary Services, Inc.",Manhattan,KS,66502-9007,United States,7/24/2020,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
SEA,"Johnson Research, LLC",Parma,ID,83660,United States,7/29/2020,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
NWJ,"Labcorp Early Development Laboratories, Inc.",Somerset,NJ,08873-7378,United States,8/14/2020,Bioresearch Monitoring,CDER,NAI
NWE,Pfizer Inc. Groton Laboratories,Groton,CT,06340,United States,1/8/2021,Bioresearch Monitoring,CDER,NAI
NWE,Pfizer Inc. Groton Laboratories,Groton,CT,06340,United States,1/8/2021,Vaccines and Allergenic Products,CBER,NAI
MIN,American Preclinical Services,Minneapolis,MN,55433-6043,United States,5/21/2021,Project Evaluation: Devices,CDRH,NAI
NYK,"iuvo BioScience Operations, LLC",Rush,NY,14543-9790,United States,5/27/2021,"Human Cellular, Tissue, and Gene Therapies",CBER,VAI
BLT,"SoBran, Inc.",Falls Church,VA,22042-4525,United States,6/4/2021,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
KAN,"Midwest Veterinary Services, Inc.",Manhattan,KS,66502-9007,United States,7/1/2021,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
MIN,"PPD Development, L.P.",Middleton,WI,53562-1475,United States,7/15/2021,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
PHI,"Calvert Laboratories, Inc.",Scott Township,PA,18447-9600,United States,7/15/2021,Blood and Blood Products,CBER,NAI
DET,Charles River Laboratories,Mattawan,MI,49071-8353,United States,7/16/2021,Bioresearch Monitoring,CDER,NAI
PHI,Charles River Laboratories Inc.,Horsham,PA,19044-1241,United States,7/16/2021,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
MIN,"Geneva Laboratories, Inc",Elkhorn,WI,53121-2027,United States,7/23/2021,Bioresearch Monitoring,CDER,VAI
MIN,"Geneva Laboratories, Inc",Elkhorn,WI,53121-2027,United States,7/23/2021,Project Evaluation: Devices,CDRH,VAI
DEN,Redbeast Enterprises Inc dba High Quality Research,Fort Collins,CO,80525-4433,United States,7/26/2021,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
KAN,Pharmgate Inc.,Omaha,NE,68144-3351,United States,7/29/2021,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
SAN,"Charles River Laboratories, Inc.",Reno,NV,89511-1227,United States,7/30/2021,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
CIN,"AmplifyBio, LLC.",West Jefferson,OH,43162,United States,8/5/2021,Bioresearch Monitoring,CDER,VAI
CIN,Battelle Biomedical Research Center,West Jefferson,OH,43162,United States,8/5/2021,Bioresearch Monitoring,CDER,VAI
BLT,"Experimental Pathology Laboratories, Inc.",Sterling,VA,20166-4302,United States,8/10/2021,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
CIN,"Frontage Laboratories, Inc.",Concord Township,OH,44077-9041,United States,8/13/2021,Bioresearch Monitoring,CDER,VAI
LOS,"Pharmaron (San Diego) Lab Services,  LLC",Carlsbad,CA,92010-6608,United States,8/20/2021,Project Evaluation: Devices,CDRH,NAI
BLT,"Labcorp Early Development Laboratories, Inc.",Chantilly,VA,20151-1125,United States,8/31/2021,Bioresearch Monitoring,CDER,NAI
BLT,StageBio,Frederick,MD,21701-4763,United States,9/3/2021,Bioresearch Monitoring,CDER,VAI
NWE,Labcorp Bedford LLC.,Bedford,MA,01730-2314,United States,9/14/2021,Blood and Blood Products,CBER,OAI
MIN,Namsa,Minneapolis,MN,55443-1911,United States,9/21/2021,Project Evaluation: Devices,CDRH,VAI
NWE,"Charles River Laboratories, Inc.",Shrewsbury,MA,01545-4172,United States,9/22/2021,Bioresearch Monitoring,CDER,NAI
CHI,IIT Research Institute,Chicago,IL,60616-3717,United States,9/24/2021,Bioresearch Monitoring,CDER,NAI
KAN,Seventh Wave Laboratories LLC dba Inotiv,Maryland Heights,MO,63043-3805,United States,9/27/2021,Bioresearch Monitoring,CDER,NAI
SAN,Valley Biosystems,West Sacramento,CA,95605-2321,United States,10/8/2021,"Human Cellular, Tissue, and Gene Therapies",CBER,OAI
DET,"Northern Biomedical Research, Inc.",Norton Shores,MI,49456-9634,United States,11/13/2021,Bioresearch Monitoring,CDER,NAI
DET,"Northern Biomedical Research, Inc.",Norton Shores,MI,49456-9634,United States,11/13/2021,"Human Cellular, Tissue, and Gene Therapies",CBER,VAI
DET,"Northern Biomedical Research, Inc.",Norton Shores,MI,49456-9634,United States,11/13/2021,Project Evaluation: Devices,CDRH,VAI
MIN,Boston Scientific Corporation,Saint Paul,MN,55112-5700,United States,11/18/2021,Project Evaluation: Devices,CDRH,VAI
DEN,Bronco Research Services dba inotiv Fort Collins,Fort Collins,CO,80524-2739,United States,12/7/2021,Project Evaluation: Devices,CDRH,NAI
SAN,HMS Veterinary Development Inc,Tulare,CA,93274-9730,United States,3/4/2022,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
ATL,Helix3 Inc.,Morrisville,NC,27560-8459,United States,4/18/2022,Bioresearch Monitoring,CDER,NAI
PHI,Merck Sharp & Dohme LLC,West Point,PA,19486,United States,4/19/2022,Vaccines and Allergenic Products,CBER,NAI
ATL,TRS Labs Inc.,Athens,GA,30607,United States,4/22/2022,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
KAN,"BOEHRINGER INGELHEIM ANIMAL HEALTH USA, INC",Fulton,MO,65251-3318,United States,4/22/2022,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
DAL,Stillmeadow Incorporated,Sugar Land,TX,77478-2521,United States,5/5/2022,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
BLT,"Institute for In Vitro Sciences, Inc.",Gaithersburg,MD,20878-4005,United States,6/1/2022,Bioresearch Monitoring,CDER,VAI
CIN,Charles River Laboratories Inc,Spencerville,OH,45887-1064,United States,6/2/2022,Bioresearch Monitoring,CDER,NAI
LOS,The Lundquist Institute for Biomedical Innovation,Torrance,CA,90502-2006,United States,6/15/2022,Project Evaluation: Devices,CDRH,NAI
PHI,"University Of Pennsylvania , Gene Therapy Program",Philadelphia,PA,19104-3413,United States,6/28/2022,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
NOL,Southern Research Institute,Birmingham,AL,35205-2708,United States,6/29/2022,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
BLT,"Noble Life Sciences, Inc",Sykesville,MD,21784-8213,United States,7/8/2022,Vaccines and Allergenic Products,CBER,VAI
DEN,Pyxant Labs,Salt Lake City,UT,84124-1214,United States,7/14/2022,Bioresearch Monitoring,CDER,NAI
DET,"Inotiv, Inc",Mount Vernon,IN,47620-9627,United States,7/14/2022,Bioresearch Monitoring,CDER,VAI
NWJ,Product Safety Labs,Dayton,NJ,08810-1500,United States,7/25/2022,Bioresearch Monitoring,CDER,VAI
DET,"Labcorp Early Development Laboratories, Inc.",Greenfield,IN,46140-8501,United States,8/12/2022,Bioresearch Monitoring,CDER,VAI
DEN,"Colorado Quality Research, Inc.",Wellington,CO,80549,United States,8/24/2022,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
CHI,Toxicology Research Laboratory,Chicago,IL,60612-7300,United States,8/25/2022,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
MIN,"WuXi AppTec, Inc.",Saint Paul,MN,55120-1175,United States,9/7/2022,Project Evaluation: Devices,CDRH,VAI
DEN,"Nelson Laboratories, LLC",Salt Lake City,UT,84123-6600,United States,9/13/2022,Project Evaluation: Devices,CDRH,NAI
DET,"Cheri-Hill Kennel And Supply, Inc.",Stanwood,MI,49346-9541,United States,9/14/2022,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
NYK,Memorial Sloan Kettering Cancer Center,New York,NY,10065,United States,9/20/2022,"Human Cellular, Tissue, and Gene Therapies",CBER,VAI
ATL,"Integrated Laboratory Systems LLC, An Inotiv Company",Morrisville,NC,27560-6363,United States,9/30/2022,Bioresearch Monitoring,CDER,VAI
DEN,"Southwest Bio-Labs, Inc.",Las Cruces,NM,88005-8131,United States,12/9/2022,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
BLT,"BASi Gaithersburg, LLC ",Gaithersburg,MD,20878-1759,United States,3/1/2023,Bioresearch Monitoring,CDER,NAI
CHI,"Experimur, A Frontage Company",Chicago,IL,60609-2514,United States,3/10/2023,Bioresearch Monitoring,CDER,VAI
OII,Center of Toxicology and Preclinical Sciences,New Taipei City,,,Taiwan,4/12/2023,Bioresearch Monitoring,CDER,NAI
CIN,"Charles River Laboratories Ashland, LLC",Ashland,OH,44805-8946,United States,4/18/2023,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
OII,Level Biotechnology Inc.,New Taipei City,,,Taiwan,4/19/2023,Bioresearch Monitoring,CDER,VAI
BLT,"Experimental Pathology Laboratories, Inc.",Sterling,VA,20166-4302,United States,4/28/2023,Bioresearch Monitoring,CDER,NAI
PHI,ALTASCIENCES PRECLINICAL SCRANTON INC.,Scott Township,PA,18447-9600,United States,5/5/2023,Vaccines and Allergenic Products,CBER,NAI
CIN,"North American Science Associates, LLC",Northwood,OH,43619-1012,United States,5/12/2023,Bioresearch Monitoring,CDER,VAI
OII,ITR Laboratories Canada Inc.,Baie-D'Urfe,,,Canada,5/19/2023,Bioresearch Monitoring,CDER,VAI
NOL,"East Tennessee Clinical Research, Inc",Rockwood,TN,37854-5277,United States,5/26/2023,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
SAN,Neuralink Corporation ,Fremont,CA,94555-3663,United States,6/22/2023,Project Evaluation: Devices,CDRH,VAI
NWE,"CBSET, Inc.",Lexington,MA,02421-2301,United States,6/28/2023,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
CIN,"AmplifyBio, LLC.",West Jefferson,OH,43162,United States,6/30/2023,Vaccines and Allergenic Products,CBER,NAI
DEN,VetMed Consultants Inc,Santa Fe,NM,87507-2691,United States,7/12/2023,Bioresearch Monitoring,CDER,NAI
SEA,"Altasciences Preclinical Seattle, LLC",Everett,WA,98203-5898,United States,7/14/2023,Bioresearch Monitoring,CDER,VAI
SEA,"Altasciences Preclinical Seattle, LLC",Everett,WA,98203-5898,United States,7/14/2023,"Human Cellular, Tissue, and Gene Therapies",CBER,VAI
NWE,"Smithers ERS, LLC",Wareham,MA,02571-1037,United States,7/21/2023,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
BLT,Charles River Laboratories Inc.,Frederick,MD,21701-3019,United States,7/27/2023,Bioresearch Monitoring,CDER,NAI
NWJ,"Labcorp Early Development Laboratories, Inc.",Somerset,NJ,08873-7378,United States,8/1/2023,Bioresearch Monitoring,CDER,NAI
ATL,Charles River Laboratories,Durham,NC,27703-9399,United States,8/3/2023,Bioresearch Monitoring,CDER,NAI
NWE,"Charles River Laboratories, Inc.",Shrewsbury,MA,01545-4172,United States,8/16/2023,Bioresearch Monitoring,CDER,NAI
DAL,Stillmeadow Incorporated,Sugar Land,TX,77478-2521,United States,8/23/2023,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
MIN,"Labcorp Early Development Laboratories, Inc.",Madison,WI,53704-2523,United States,8/30/2023,"Human Cellular, Tissue, and Gene Therapies",CBER,VAI
DET,"Greenfield Pathology Services, Inc.",Greenfield,IN,46140-3205,United States,9/13/2023,Bioresearch Monitoring,CDER,NAI
DEN,Lovelace Biomedical Research Institute,Albuquerque,NM,87185,United States,9/14/2023,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
SAN,Labcorp- PMD,San Carlos,CA,94070-5320,United States,11/1/2023,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
SAN,Labcorp- PMD,San Carlos,CA,94070-5320,United States,11/1/2023,Project Evaluation: Devices,CDRH,NAI
LOS,"California Property Holdings III, LLC",Camarillo,CA,93012-8530,United States,11/17/2023,Project Evaluation: Devices,CDRH,NAI
CHI,IIT Research Institute,Chicago,IL,60616-3717,United States,12/1/2023,Bioresearch Monitoring,CDER,VAI
CHI,IIT Research Institute,Chicago,IL,60616-3717,United States,12/1/2023,"Human Cellular, Tissue, and Gene Therapies",CBER,VAI
NWJ,Bristol-Myers Squibb Company,New Brunswick,NJ,08901-1588,United States,12/1/2023,Bioresearch Monitoring,CDER,NAI
DET,Charles River Laboratories,Mattawan,MI,49071-8353,United States,1/19/2024,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
ATL,BRT- Burleson Research Technologies,Morrisville,NC,27560-8529,United States,2/15/2024,Bioresearch Monitoring,CDER,NAI
NOL,Louisiana State University (school Of Veterinary Medicine),Baton Rouge,LA,70803-0001,United States,3/14/2024,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
PHI,Charles River Laboratories Inc.,Horsham,PA,19044-1241,United States,3/15/2024,Bioresearch Monitoring,CDER,VAI
PHI,Charles River Laboratories Inc.,Horsham,PA,19044-1241,United States,3/15/2024,Vaccines and Allergenic Products,CBER,VAI
OII,Level Biotechnology Inc.,New Taipei City,,,Taiwan,3/22/2024,Bioresearch Monitoring,CDER,VAI
BLT,"BASi Gaithersburg, LLC ",Gaithersburg,MD,20878-1759,United States,3/29/2024,Bioresearch Monitoring,CDER,VAI
DET,"Northern Biomedical Research, Inc.",Norton Shores,MI,49456-9634,United States,3/29/2024,"Human Cellular, Tissue, and Gene Therapies",CBER,VAI
OII,"Beijing Union-Genius Pharmaceutical Technology Development Co., Ltd.",Beijing,,,China,3/29/2024,Bioresearch Monitoring,CDER,VAI
NWE,"Boehringer Ingelheim Pharmaceuticals, Inc.",Ridgefield,CT,06877-1058,United States,5/2/2024,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
OII,"Suzhou Xishan Zhongke Drug R&D, Co. Ltd.",Suzhou,,,China,5/10/2024,Bioresearch Monitoring,CDER,VAI
ATL,"Integrated Laboratory Systems LLC, An Inotiv Company",Morrisville,NC,27560-6363,United States,5/17/2024,Bioresearch Monitoring,CDER,VAI
CIN,"Charles River Laboratories Ashland, LLC",Ashland,OH,44805-8946,United States,5/17/2024,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
OII,Joinn Laboratories Co. Ltd.,Beijing,,,China,5/21/2024,Bioresearch Monitoring,CDER,VAI
KAN,Altasciences Preclinical Columbia,Auxvasse,MO,65231-1012,United States,6/7/2024,Bioresearch Monitoring,CDER,NAI
KAN,ATTENTIVE SCIENCE LLC,Stilwell,KS,66085-9464,United States,6/28/2024,Bioresearch Monitoring,CDER,VAI
SAN,HMS Veterinary Development Inc,Tulare,CA,93274-9730,United States,7/2/2024,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
CIN,"Charles River Laboratories Cleveland, Inc.",Cleveland,OH,44128-3156,United States,7/11/2024,Bioresearch Monitoring,CDER,NAI
ATL,Q2 LAB SOLUTIONS,Durham,NC,27703-5543,United States,7/12/2024,Bioresearch Monitoring,CDER,NAI
BLT,Inotiv,Rockville,MD,20850-3330,United States,7/18/2024,Bioresearch Monitoring,CDER,NAI
PHI,M B Research Laboratories,Spinnerstown,PA,18968-0178,United States,8/14/2024,Bioresearch Monitoring,CDER,NAI
NYK,"iuvo BioScience Operations, LLC",Rush,NY,14543-9790,United States,8/23/2024,Bioresearch Monitoring,CDER,NAI
NWE,Pfizer Inc. Groton Laboratories,Groton,CT,06340,United States,8/30/2024,Bioresearch Monitoring,CDER,NAI
